Feedback By,ردود الفعل من,
Feedback Template,نموذج التغذية الراجعة,
Fees,رسوم,
Fetch Based On,جلب على أساس,
Fetch Customers,جلب العملاء,
Fetch Items from Warehouse,جلب العناصر من المستودع,
Fetch Latest Exchange Rate,جلب أحدث سعر الصرف,
Fetch Overdue Payments,جلب الدفعات المتأخرة,
Fetch Subscription Updates,جلب تحديثات الاشتراك,
Fetch Timesheet,جلب الجدول الزمني,
Fetch Timesheet in Sales Invoice,جلب الجدول الزمني في فاتورة المبيعات,
Fetch Valuation Rate for Internal Transaction,جلب معدل التقييم للمعاملة الداخلية,
Fetch Value From,جلب القيمة من,
Fetch exploded BOM (including sub-assemblies),جلب BOM انفجرت (بما في ذلك المجالس الفرعية),
Fetch items based on Default Supplier.,جلب العناصر على أساس المورد الافتراضي.,
Fetched only {0} available serial numbers.,تم جلب {0} فقط من الأرقام التسلسلية المتاحة.,
Fetching Error,خطأ في الجلب,
Fetching Material Requests...,جارٍ جلب طلبات المواد...,
Fetching Sales Orders...,جارٍ جلب أوامر المبيعات...,
Fetching exchange rates ...,جارٍ جلب أسعار الصرف...,
Fetching...,جارٍ الجلب...,
Field,حقل,
Field '{0}' is not a valid Company link field for DocType {1},الحقل '{0}' ليس حقل رابط شركة صالحًا لـ DocType {1},
Field Mapping,رسم الخرائط الميدانية,
Field Name,اسم الحقل,
Field in Bank Transaction,الحقل في المعاملات المصرفية,
Fieldname,اسم الحقل,
Fields,الحقول,
Fields will be copied over only at time of creation.,سيتم نسخ الحقول فقط في وقت الإنشاء.,
Fieldtype,نوع الحقل,
File does not belong to this Transaction Deletion Record,الملف لا ينتمي إلى سجل حذف المعاملات هذا,
File not found,لم يتم العثور على الملف,
File not found on server,الملف غير موجود على الخادم,
File to Rename,إعادة تسمية الملف,
Filter,منقي,
Filter Based On,عامل التصفية على أساس,
Filter Duration (Months),مدة الفلتر (شهور),
Filter Total Zero Qty,تصفية مجموع صفر الكمية,
Filter by Reference Date,التصفية حسب التاريخ المرجعي,
Filter by invoice status,تصفية حسب حالة الفاتورة,
Filter on Invoice,تصفية على الفاتورة,
Filter on Payment,تصفية على الدفع,
Filters,المرشحات,
Filters for Material Requests,مرشحات لطلبات المواد,
Filters for Sales Orders,مرشحات لأوامر المبيعات,
Filters missing,المرشحات مفقودة,
Final BOM,بوم النهائي,
Final Product,المنتج النهائي,
Finance Book,كتاب المالية,
Finance Book Detail,كتاب المالية التفاصيل,
Finance Book Id,رقم دفتر تمويل,
Finance Books,كتب المالية,
Financial Ratios,النسب المالية,
Financial Report Row,صف التقرير المالي,
Financial Report Template,نموذج التقرير المالي,
Financial Report Template {0} is disabled,تم تعطيل قالب التقرير المالي {0}.,
Financial Report Template {0} not found,لم يتم العثور على قالب التقرير المالي {0}.,
Financial Statements,البيانات المالية,
Financial Year Begins On,تبدأ السنة المالية في,
Financial reports will be generated using GL Entry doctypes (should be enabled if Period Closing Voucher is not posted for all years sequentially or missing) ,سيتم إنشاء التقارير المالية باستخدام أنواع مستندات GL Entry (يجب تمكينها إذا لم يتم ترحيل قسيمة إغلاق الفترة لجميع السنوات بشكل تسلسلي أو مفقودة),
Finish,إنهاء,
Finished,تم الانتهاء من,
Finished Good,جيد جيد,
Finished Good BOM,الانتهاء من BOM جيد,
Finished Good Item,الانتهاء من السلعة الجيدة,
Finished Good Item Code,انتهى رمز السلعة جيدة,
Finished Good Item Qty,الانتهاء من الكمية السلعة الجيدة,
Finished Good Item Quantity,الانتهاء من كمية السلعة الجيدة,
Finished Good Item is not specified for service item {0},لم يتم تحديد السلعة الجيدة النهائية لعنصر الخدمة {0},
Finished Good Item {0} Qty can not be zero,لا يمكن أن تكون كمية السلعة الجاهزة {0} صفرًا,
Finished Good Item {0} must be a sub-contracted item,يجب أن يكون عنصر السلعة النهائية {0} عنصرًا متعاقداً عليه فرعياً,
Finished Good Qty,الانتهاء من الكمية الجيدة,
Finished Good Quantity ,الانتهاء من كمية جيدة,
Finished Good Serial / Batch,تم الانتهاء من المسلسل / الدفعة الجيدة,
Finished Good UOM,انتهى UOM جيد,
Finished Good {0} does not have a default BOM.,انتهى جيدًا {0} لا يحتوي على قائمة مكونات الصنف افتراضية.,
Finished Good {0} is disabled.,"تم تعطيل ""تم الانتهاء بشكل جيد"" {0}.",
Finished Good {0} must be a stock item.,يجب أن يكون المنتج الجيد {0} أحد عناصر المخزون.,
Finished Good {0} must be a sub-contracted item.,يجب أن يكون المنتج النهائي الجيد {0} عنصرًا تم التعاقد عليه الفرعي.,
Finished Goods,السلع تامة الصنع,
Finished Goods Based Operating Cost,تكلفة التشغيل على أساس البضائع تامة الصنع,
Finished Goods Item,بند السلع تامة الصنع,
Finished Goods Reference,مرجع السلع تامة الصنع,
Finished Goods Return,إرجاع البضائع تامة الصنع,
Finished Goods Value,قيمة البضائع تامة الصنع,
Finished Goods Warehouse,مستودع البضائع الجاهزة,
Finished Goods based Operating Cost,تكلفة التشغيل على أساس البضائع تامة الصنع,
Finished Item {0} does not match with Work Order {1},العنصر النهائي {0} لا يتطابق مع أمر العمل {1},
First Delivery Date,تاريخ التسليم الأول,
First Email,البريد الإلكتروني الأول,
First Name,الاسم الأول,
First Responded On,أجاب أولا على,
First Response Due,الرد الأول مستحق,
First Response SLA Failed by {},فشل اتفاقية مستوى الخدمة للاستجابة الأولى بواسطة {},
First Response Time,وقت الاستجابة الأول,
First Response Time for Issues,وقت الاستجابة الأول للمشكلات,
First Response Time for Opportunity,وقت الاستجابة الأول للفرصة,
"Fiscal Regime is mandatory, kindly set the fiscal regime in the company {0}",النظام المالي إلزامي ، يرجى تعيين النظام المالي في الشركة {0},
Fiscal Year,السنة المالية,
Fiscal Year Company,السنة المالية للشركة,
Fiscal Year End Date should be one year after Fiscal Year Start Date,يجب أن يكون تاريخ انتهاء السنة المالية بعد سنة واحدة من تاريخ بدء السنة المالية,
Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0},تم تحديد تاريخ بداية السنة المالية و تاريخ نهاية السنة المالية للسنة المالية {0},
Fiscal Year {0} Does Not Exist,السنة المالية {0} غير موجودة,
Fiscal Year {0} does not exist,السنة المالية {0} غير موجودة,
Fiscal Year {0} is not available for Company {1}.,السنة المالية {0} غير متاحة للشركة {1}.,
Fiscal Year {0} is required,السنة المالية {0} مطلوبة,
Fix SABB Entry,إصلاح دخول ساب,
Fixed,ثابت,
Fixed Asset,الأصول الثابتة,
Fixed Asset Account,حساب الأصول الثابتة,
Fixed Asset Defaults,افتراضيات الأصول الثابتة,
Fixed Asset Item must be a non-stock item.,يجب أن يكون بند الأصول الثابتة عنصرا غير مخزون.<br>\nFixed Asset Item must be a non-stock item.,
Fixed Asset Register,سجل الأصول الثابتة,
Fixed Asset Turnover Ratio,نسبة دوران الأصول الثابتة,
Fixed Asset item {0} cannot be used in BOMs.,لا يمكن استخدام عنصر الأصل الثابت {0} في قائمة مكونات الصنف.,
Fixed Assets,الاصول الثابتة,
Fixed Deposit Number,رقم الوديعة الثابتة,
Fixed Outgoing Email Account,حساب البريد الإلكتروني الصادر الثابت,
Fixed Rate,سعر الصرف الثابت,
Fixed Time,وقت ثابت,
Fleet Manager,مدير قافلة المركبات,
Float,رقم عشري,
Floor,الكلمة,
Floor Name,اسم الطابق,
Focus on Item Group filter,التركيز على عامل تصفية مجموعة العناصر,
Focus on search input,ركز على إدخال البحث,
Folio no.,فوليو نو.,
Follow Calendar Months,اتبع التقويم الأشهر,
Following Material Requests have been raised automatically based on Item's re-order level,تم رفع طلبات المواد التالية تلقائيا بناء على مستوى اعادة الطلب للبنود,
Following fields are mandatory to create address:,الحقول التالية إلزامية لإنشاء العنوان:,
For,لأجل,
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.",لبنود حزمة المنتج والمستودع والرقم المتسلسل ورقم الدفعة ستأخذ بعين الاعتبار من جدول قائمة التغليف. اذا كان للمستودع ورقم الدفعة نفس  البند من بنود التغليف لأي بند من حزمة المنتج. هذه القيم يمكن ادخالها في جدول البند الرئيسي. والقيم سيتم نسخها الى جدول قائمة التغليف.,
For All Stock Asset Accounts,لجميع حسابات الأصول الأسهم,
For Buying,للشراء,
For Company,للشركة,
For Default Supplier (Optional),للمورد الافتراضي (اختياري),
For Item,للعنصر,
For Item {0} cannot be received more than {1} qty against the {2} {3},بالنسبة للعنصر {0} لا يمكن استلام أكثر من {1} كمية مقابل {2} {3},
For Job Card,بالنسبة للبطاقة الوظيفية,
For Operation,للتشغيل,
For Price List,لائحة الأسعار,
For Production,للإنتاج,
For Quantity (Manufactured Qty) is mandatory,للكمية (الكمية المصنعة) إلزامية\n<br>\nFor Quantity (Manufactured Qty) is mandatory,
For Raw Materials,للمواد الخام,
"For Return Invoices with Stock effect, '0' qty Items are not allowed. Following rows are affected: {0}",بالنسبة لفواتير الإرجاع ذات تأثير المخزون، لا يُسمح بعناصر الكمية '0'. تتأثر الصفوف التالية: {0},
For Selling,للبيع,
For Supplier,للمورد,
For Warehouse,لمستودع,
For Work Order,لأمر العمل,
"For an item {0}, quantity must be negative number",بالنسبة إلى عنصر {0} ، يجب أن تكون الكمية رقمًا سالبًا,
"For an item {0}, quantity must be positive number",بالنسبة إلى عنصر {0} ، يجب أن تكون الكمية رقمًا موجبًا,
For dunning fee and interest,مقابل رسوم المطالبة والفائدة,
"For e.g. 2012, 2012-13",على سبيل المثال 2012، 2013,
For how much spent = 1 Loyalty Point,كم تنفق = 1 نقطة الولاء,
For individual supplier,عن مورد فردي,
"For item <b>{0}</b>, only <b>{1}</b> asset have been created or linked to <b>{2}</b>. Please create or link <b>{3}</b> more asset with the respective document.",بالنسبة للعنصر <b>{0}</b>، تم إنشاء مادة عرض <b>{1}</b> فقط أو ربطها بـ <b>{2}</b>. الرجاء إنشاء <b>{3}</b> أصل آخر أو ربطه بالمستند المعني.,
"For item {0}, rate must be a positive number. To Allow negative rates, enable {1} in {2}",بالنسبة للعنصر {0}، يجب أن يكون المعدل رقمًا موجبًا. للسماح بالمعدلات السلبية، قم بتمكين {1} في {2},
"For operation {0} at row {1}, please add raw materials or set a BOM against it.",بالنسبة للعملية {0} في الصف {1}، يرجى إضافة المواد الخام أو تعيين قائمة مكونات الصنف مقابلها.,
For operation {0}: Quantity ({1}) can not be greater than pending quantity({2}),بالنسبة للعملية {0}: لا يمكن أن تكون الكمية ({1}) أكبر من الكمية المعلقة ({2}),
"For project {0}, update your status",بالنسبة للمشروع {0}، قم بتحديث حالتك,
"For projected and forecast quantities, the system will consider all child warehouses under the selected parent warehouse.",بالنسبة للكميات المتوقعة والمتوقعة، سيأخذ النظام في الاعتبار جميع المستودعات الفرعية ضمن المستودع الأصلي المحدد.,
For quantity {0} should not be greater than allowed quantity {1},بالنسبة للكمية {0} يجب ألا تكون أكبر من الكمية المسموح بها {1},
For reference,للرجوع إليها,
"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included",للصف {0} في {1}. لتضمين {2} في معدل العنصر، يجب أيضًا تضمين الصفوف {3}.,
For row {0}: Enter Planned Qty,بالنسبة إلى الصف {0}: أدخل الكمية المخطط لها,
For service item,لعنصر الخدمة,
For the 'Apply Rule On Other' condition the field {0} is mandatory,بالنسبة لشرط &quot;تطبيق القاعدة على أخرى&quot; ، يكون الحقل {0} إلزاميًا,
"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes",ولراحة العملاء، يمكن استخدام هذه الرموز في تنسيقات مطبوعة مثل الفواتير ومذكرات التسليم,
"For the item {0}, the consumed quantity should be {1} according to the BOM {2}.",بالنسبة للصنف {0}، يجب أن تكون الكمية المستهلكة {1} وفقًا لقائمة مكونات الصنف {2}.,
"For the new {0} to take effect, would you like to clear the current {1}?",لكي يدخل {0} الجديد حيز التنفيذ، هل ترغب في مسح {1} الحالي؟,due_date
"For the {0}, no stock is available for the return in the warehouse {1}.",بالنسبة إلى {0}، لا يوجد مخزون متاح للإرجاع في المستودع {1}.,
"For the {0}, the quantity is required to make the return entry",بالنسبة إلى {0}، تكون الكمية مطلوبة لإجراء إدخال الإرجاع,
Force-Fetch Subscription Updates,تحديثات الاشتراك بقوة الجلب,
Forecast,توقعات,
Forecast Demand,توقعات الطلب,
Forecast Qty,توقعات الكمية,
Foreign Currency Translation Reserve,احتياطي ترجمة العملات الأجنبية,
Foreign Trade Details,تفاصيل التجارة الخارجية,
Formula Based Criteria,المعايير القائمة على الصيغة,
Formula or Account Filter,تصفية الصيغة أو الحساب,
Forum Activity,نشاط المنتدى,
Forum Posts,مشاركات المنتدى,
Forum URL,رابط المنتدى,
Frappe School,مدرسة فرابيه,
Frappe Support,دعم فرابيه,
Free Item,بند مجاني,
Free Item Rate,سعر السلعة مجاني,
Free item code is not selected,لم يتم تحديد رمز العنصر المجاني,
Free item not set in the pricing rule {0},عنصر حر غير مضبوط في قاعدة التسعير {0},
Freeze Stocks Older Than (Days),تجميد المخزونات أقدم من (أيام),
Freight and Forwarding Charges,رسوم الشحن,
Frequency,تكرر,
Frequency To Collect Progress,تردد لتجميع التقدم,
Frequency of Depreciation (Months),تواتر او تكرار الاهلاك (أشهر),
Frequently Read Articles,اقرأ المقالات بشكل متكرر,
Friday,الجمعة,
From,من,
From BOM,من BOM,
From BOM No,من رقم بوم,
From Company,من شركة,
From Corrective Job Card,من بطاقة الوظيفة التصحيحية,
From Currency,من العملة,
From Currency and To Currency cannot be same,(من عملة) و (إلى عملة) لا يمكن أن تكون نفسها,
From Customer,من العملاء,
From Date,من التاريخ,
From Date and To Date are Mandatory,من تاريخ وتاريخ إلزامي,
From Date and To Date are mandatory,من التاريخ وحتى التاريخ إلزامية,
From Date and To Date are required,من التاريخ و إلى التاريخ مطلوبة,
From Date and To Date lie in different Fiscal Year,من التاريخ والوقت تكمن في السنة المالية المختلفة,
From Date cannot be greater than To Date,(من تاريخ) لا يمكن أن يكون أكبر (الي التاريخ),
From Date is mandatory,من التاريخ إلزامي,
From Date must be before To Date,يجب أن تكون من تاريخ إلى تاريخ قبل,
From Date should be within the Fiscal Year. Assuming From Date = {0},(من التاريخ) يجب أن يكون ضمن السنة المالية. بافتراض (من التاريخ) = {0},
From Date: {0} cannot be greater than To date: {1},من التاريخ: لا يمكن أن يكون {0} أكبر من حتى التاريخ: {1},
From Datetime,من (التاريخ والوقت),
From Delivery Date,من تاريخ التسليم,
From Delivery Note,من اشعار التسليم,
From Doctype,من دوكتيب,
From Due Date,من تاريخ الاستحقاق,
From Employee,من الموظف,
From Employee is required while issuing Asset {0},مطلوب من الموظف أثناء إصدار الأصل {0},
From External Ecomm Platform,من منصة EMM الخارجية,
From Fiscal Year,من السنة المالية,
From Fiscal Year cannot be greater than To Fiscal Year,لا يمكن أن يكون من السنة المالية أكبر من إلى السنة المالية,
From Folio No,من فوليو نو,
From Invoice Date,من تاريخ الفاتورة,
From Lead,من عميل محتمل,
From No,من رقم,
From Opportunity,من الفرصة,
From Package No.,من رقم الحزمة,
From Payment Date,من تاريخ الدفع,
From Posting Date,من تاريخ النشر,
From Prospect,من بروسبكت,
From Range,من المدى,
From Range has to be less than To Range,(من المدى) يجب أن يكون أقل من (إلى المدى),
From Reference Date,من التاريخ المرجعي,
From Shareholder,من المساهم,
From Template,من القالب,
From Time,من وقت,
From Time ,من وقت,
From Time Should Be Less Than To Time,من وقت يجب أن يكون أقل من الوقت,
From Value,من القيمة,
From Voucher Detail No,من تفاصيل القسيمة رقم,
From Voucher No,من رقم القسيمة,
From Voucher Type,من نوع القسيمة,
From Warehouse,من المخزن,
From and To Dates are required.,مطلوب من وإلى التواريخ.,
From and To dates are required,من وإلى التواريخ مطلوبة,
From date cannot be greater than To date,(من تاريخ) لا يمكن أن يكون أكبر (الي التاريخ),
From value must be less than to value in row {0},(من القيمة) يجب أن تكون أقل من (الي القيمة) في الصف {0},
Frozen,مجمد,
Fuel Type,نوع الوقود,
Fuel UOM,وحدة قياس الوقود,
Fulfilled,استيفاء,
Fulfillment,استيفاء,
Fulfillment User,وفاء المستخدم,
Fulfilment Deadline,الموعد النهائي للوفاء,
Fulfilment Details,تفاصيل الاستيفاء,
Fulfilment Status,حالة الوفاء,
Fulfilment Terms,شروط الوفاء,
Fulfilment Terms and Conditions,شروط وأحكام الوفاء,
Full Name,الاسم الكامل,
"Full Name, Email or Phone/Mobile of the user are mandatory to continue.",الاسم الكامل أو البريد الإلكتروني أو الهاتف/الجوال للمستخدم إلزامي للمتابعة.,
Full and Final Statement,البيان الكامل والنهائي,
Fully Billed,وصفت تماما,
Fully Completed,يكتمل,
Fully Delivered,سلمت بالكامل,
Fully Depreciated,استهلكت بالكامل,
Fully Paid,مدفوعة بالكامل,
Furniture and Fixtures,الأثاث والتجهيزات,
"Further accounts can be made under Groups, but entries can be made against non-Groups",يمكن إنشاء المزيد من الحسابات تحت المجموعة، لكن إدخالات القيود يمكن ان تكون فقط مقابل  حسابات فردية و ليست مجموعة,
Further cost centers can be made under Groups but entries can be made against non-Groups,يمكن إنشاء المزيد من مراكز التكلفة ضمن المجموعات، ولكن يمكن إجراء الإدخالات على غير المجموعات,
Further nodes can be only created under 'Group' type nodes,العقد الإضافية التي يمكن أن تنشأ إلا في ظل العقد نوع ' المجموعة ',
Future Payment Amount,مبلغ الدفع المستقبلي,
Future Payment Ref,الدفع في المستقبل المرجع,
Future Payments,المدفوعات المستقبلية,
Future date is not allowed,التاريخ المستقبلي غير مسموح به,
G - D,ز - د,
GENERAL LEDGER,دفتر الأستاذ العام,
GL Balance,توازن جي إل,
GL Entry,GL الدخول,
GL Entry Processing Status,حالة معالجة إدخال GL,
GL reposting index,مؤشر إعادة النشر GL,
GS1,GS1,
GTIN,رقم GTIN,
GTIN-14,GTIN-14,
Gain/Loss,الربح / الخسارة,
Gain/Loss Account on Asset Disposal,حساب الربح / الخسارة الخاص بالتخلص من الأصول,
Gain/Loss accumulated in foreign currency account. Accounts with '0' balance in either Base or Account currency,"الربح/الخسارة المتراكمة في حساب العملة الأجنبية. الحسابات ذات الرصيد ""0"" إما بالعملة الأساسية أو بعملة الحساب",
Gain/Loss already booked,تم حجز الربح/الخسارة بالفعل,
Gain/Loss from Revaluation,الربح/الخسارة من إعادة التقييم,
Gain/Loss on Asset Disposal,الربح / الخسارة عند التخلص من الأصول,
Gantt Chart,مخطط جانت,
Gantt chart of all tasks.,مخطط جانت لجميع المهام.,
Gender,جنس,
General,عام,
General Ledger,دفتر الأستاذ العام,
General Settings,الإعدادات العامة,
General and Payment Ledger Comparison,مقارنة دفتر الأستاذ العام والدفع,
General and Payment Ledger mismatch,عدم تطابق دفتر الأستاذ العام ودفتر الأستاذ,
Generate Demand,توليد الطلب,
Generate Demo Data for Exploration,إنشاء بيانات تجريبية للاستكشاف,
Generate E-Invoice,إنشاء الفاتورة الإلكترونية,
Generate Invoice At,إنشاء الفاتورة في,
Generate New Invoices Past Due Date,إنشاء فواتير جديدة تجاوز تاريخ الاستحقاق,
Generate Schedule,إنشاء جدول,
Generate Stock Closing Entry,إنشاء إدخال إغلاق المخزون,
Generate To Delete List,إنشاء لحذف القائمة,
Generate To Delete list first,إنشاء لحذف القائمة أولاً,
"Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.",إنشاء قسائم التعبئة للطرود التي سيتم تسليمها. يستخدم لإخطار رقم الحزمة ومحتويات الحزمة ووزنها.,
Generated,تم إنشاؤها,
Generating Master Production Schedule...,جارٍ إنشاء جدول الإنتاج الرئيسي...,
Generating Preview,جارٍ إنشاء المعاينة,
Get Actual Demand,احصل على الطلب الفعلي,
Get Advances Paid,الحصول على السلف المدفوعة,
Get Advances Received,الحصول على السلف المتلقاة,
Get Allocations,الحصول على المخصصات,
Get Balance,احصل على التوازن,
Get Current Stock,الحصول على المخزون الحالي,
Get Customer Group Details,احصل على تفاصيل مجموعة العملاء,
Get Delivery Schedule,احصل على جدول التسليم,
Get Entries,الحصول على مقالات,
Get Finished Goods,الحصول على السلع تامة الصنع,
Get Finished Goods for Manufacture,الحصول على السلع النهائية للتصنيع,
Get Invoices,الحصول على الفواتير,
Get Invoices based on Filters,الحصول على الفواتير على أساس المرشحات,
Get Item Locations,الحصول على مواقع البند,
Get Items,الحصول على العناصر,
Get Items From,الحصول على البنود من,
Get Items for Purchase / Transfer,الحصول على عناصر للشراء / النقل,
Get Items for Purchase Only,احصل على عناصر للشراء فقط,
Get Items from BOM,تنزيل الاصناف من BOM,
Get Items from Material Requests against this Supplier,الحصول على عناصر من طلبات المواد ضد هذا المورد,
Get Items from Open Material Requests,الحصول على عناصر من طلبات فتح المواد,
Get Items from Product Bundle,الحصول على أصناف من حزمة المنتج,
Get Latest Query,احصل على آخر استفسار,
Get Material Request,الحصول على المواد طلب,
Get Material Requests,الحصول على طلبات المواد,
Get Outstanding Invoices,الحصول على فواتير معلقة,
Get Outstanding Orders,احصل على الطلبات المعلقة,
Get Payment Entries,الحصول على مدخلات الدفع,
Get Payments from,احصل على المدفوعات من,
Get Raw Materials Cost from Consumption Entry,احصل على تكلفة المواد الخام من مدخلات الاستهلاك,
Get Sales Orders,الحصول على أوامر البيع,
Get Scrap Items,الحصول على عناصر الخردة,
Get Started Sections,تبدأ الأقسام,
Get Stock,احصل على المخزون,
Get Sub Assembly Items,الحصول على عناصر التجميع الفرعية,
Get Supplier Group Details,احصل على تفاصيل مجموعة الموردين,
Get Suppliers,الحصول على الموردين,
Get Suppliers By,الحصول على الموردين من قبل,
Get Timesheets,الحصول على الجداول الزمنية,
Get Unreconciled Entries,الحصول على مدخلات لم تتم تسويتها,
Get stops from,توقف من,
Getting Scrap Items,الحصول على العناصر الخردة,
Gift Card,كرت هدية,
Give free item for every N quantity,إعطاء عنصر مجاني لكل كمية N,
Global Defaults,افتراضيات العالمية,
Go back,ارجع,
Go to {0} List,انتقل إلى قائمة {0}.,
Goal,الهدف,
Goods,البضائع,
Goods In Transit,البضائع في العبور,
Goods Transferred,نقل البضائع,
Goods are already received against the outward entry {0},تم استلام البضائع بالفعل مقابل الإدخال الخارجي {0},
Government,حكومة,
Grace Period,فترة سماح,
Graduate,التخرج,
Grand Total,المجموع الإجمالي,
Grand Total (Company Currency),المجموع الكلي (العملات شركة),
Grand Total (Transaction Currency),الإجمالي الكلي (عملة المعاملة),
Grant Commission,لجنة المنح,
Greater Than Amount,أكبر من المبلغ,
Green,أخضر,
Greeting Message,رسالة تحية,
Greeting Subtitle,الترجمة التحية,
Greeting Title,عنوان الترحيب,
Greetings Section,قسم التحيات,
Gross Margin,هامش الربح الإجمالي,
Gross Margin %,هامش الربح الإجمالي %,
Gross Profit,الربح الإجمالي,
Gross Profit / Loss,الربح الإجمالي / الخسارة,
Gross Profit Percent,نسبة الربح الإجمالي,
Gross Profit Ratio,نسبة إجمالي الربح,
Gross Total,الإجمالي الإجمالي,
Gross Weight,الوزن الإجمالي,
Gross Weight UOM,الوزن الإجمالي UOM,
Gross and Net Profit Report,تقرير الربح الإجمالي والصافي,
Group,المجموعة,
Group By,المجموعة حسب,
Group By Customer,المجموعة حسب العميل,
Group By Supplier,المجموعة حسب المورد,
Group Name,اسم المجموعة,
Group Node,عقدة المجموعة,
Group Same Items,تجميع العناصر المتشابهة,
Group Warehouses cannot be used in transactions. Please change the value of {0},لا يمكن استخدام مستودعات المجموعة في المعاملات. يرجى تغيير قيمة {0},
Group by,المجموعة حسب,
Group by Material Request,تجميع حسب طلب المواد,
Group by Party,مجموعة حسب الحزب,
Group by Purchase Order,تجميع حسب أمر الشراء,
Group by Sales Order,التجميع حسب طلب المبيعات,
Group by Voucher,المجموعة بواسطة قسيمة,
Group node warehouse is not allowed to select for transactions,لا يسمح مستودع عقدة مجموعة لتحديد للمعاملات,
Group same items,مادة نفس المجموعة,
Groups,مجموعات,
Growth View,عرض النمو,
H - F,ح - ف,
HR Manager,مدير الموارد البشرية,
HR User,مستخدم الموارد البشرية,
HR-DRI-.YYYY.-,HR-DRI-.YYYY.-,
HR-EMP-,HR-EMP-,
Half Yearly,نصف سنوي,
Half-Yearly,نصف سنوية,
Half-yearly,نصف سنوي,
Handle Employee Advances,التعامل مع سلف الموظف,
Hardware,المعدات,
Has Alternative Item,لديه عنصر بديل,
Has Batch No,ودفعة واحدة لا,
Has Certificate ,لديه شهادة,
Has Corrective Cost,لديه تكلفة تصحيحية,
Has Expiry Date,تاريخ انتهاء الصلاحية,
Has Item Scanned,تم فحص العنصر,
Has Operating Cost,لديه تكلفة التشغيل,
Has Print Format,لديها تنسيق طباعة,
Has Priority,له الأولوية,
Has Serial No,يحتوي على رقم تسلسلي,
Has Subcontracted,تم التعاقد الفرعي,
Has Unit Price Items,لديه عناصر سعر الوحدة,
Has Variants,يحتوي على متغيرات,
Have Default Naming Series for Batch ID?,هل لديك سلسلة تسمية افتراضية لمعرف الدفعة؟,
Heads (or groups) against which Accounting Entries are made and balances are maintained.,الرؤوس (أو المجموعات) التي يتم على أساسها إجراء الإدخالات المحاسبية والحفاظ على الأرصدة.,
Health Details,تفاصيل الحالة الصحية,
Health Report,تقرير الصحة,
Heatmap,خريطة الحرارة,
Height (cm),الارتفاع (سم),
"Hello,","مرحبًا,",
Help,مساعدة,
Help Article,صفحة المساعدة,
Help Articles,مقالات المساعدة,
Help Results for,مساعدة نتائج,
Help Section,قسم المساعدة,
Help Text,نص المساعدة,
Helps you distribute the Budget/Target across months if you have seasonality in your business.,يساعدك على توزيع الميزانية/الهدف عبر الأشهر إذا كان لديك موسمية في عملك.,
Here are the error logs for the aforementioned failed depreciation entries: {0},فيما يلي سجلات الأخطاء لإدخالات الإهلاك الفاشلة المذكورة أعلاه: {0},
Here are the options to proceed:,فيما يلي خيارات المتابعة:,
"Here you can maintain family details like name and occupation of parent, spouse and children",هنا يمكنك إدراج تفاصيل عائلية مثل اسم العائلة ومهنة الزوج، الوالدين والأطفال,
"Here you can maintain height, weight, allergies, medical concerns etc",هنا يمكنك ادراج تفاصيل عن الحالة الصحية مثل الطول والوزن، الحساسية، المخاوف الطبية,
"Here, you can select a senior of this Employee. Based on this, Organization Chart will be populated.",هنا، يمكنك اختيار أحد كبار هذا الموظف. وبناءً على ذلك، سيتم ملء المخطط التنظيمي.,
"Here, your weekly offs are pre-populated based on the previous selections. You can add more rows to also add public and national holidays individually.",هنا، يتم تعبئة عطلاتك الأسبوعية مسبقًا بناءً على الاختيارات السابقة. يمكنك إضافة المزيد من الصفوف لإضافة أيام العطل الرسمية والوطنية بشكل فردي.,
"Hi,",مرحبًا،,
Hidden Line (Internal Use Only),الخط المخفي (للاستخدام الداخلي فقط),
Hidden list maintaining the list of contacts linked to Shareholder,قائمة مخفية الحفاظ على قائمة من الاتصالات المرتبطة المساهم,
Hide Currency Symbol,إخفاء رمز العملة,
Hide Customer's Tax ID from Sales Transactions,إخفاء المعرّف الضريبي للعميل من معاملات المبيعات,
Hide If Zero,إخفاء إذا صفر,
Hide Images,إخفاء الصور,
Hide Recent Orders,إخفاء الطلبات الأخيرة,
Hide Unavailable Items,إخفاء العناصر غير المتوفرة,
Hide this line if amount is zero,قم بإخفاء هذا السطر إذا كان المبلغ صفراً,
Hide timesheets,إخفاء الجداول الزمنية,
High,عالية,
"Higher the number, higher the priority",الرقم الأعلى له أولوية أكبر,
History In Company,الحركة التاريخيه في الشركة,
Hold,معلق,
Hold Invoice,عقد الفاتورة,
Hold Type,نوع التعليق,
Holiday,عطلة,
Holiday Date {0} added multiple times,تمت إضافة تاريخ العطلة {0} عدة مرات,
Holiday List,قائمة العطلات,
Holiday List Name,اسم قائمة العطلات,
Holidays,العطل,
Hour Rate,معدل الساعة,
Hourly,باستمرار,
Hours,ساعات,
